date,RSI_14D,Volume_plain,BB_Middle_Band,BB_Upper_Band,BB_Lower_Band,Aroon_Oscillator,PVT,AB_Middle_Band,AB_Upper_Band,AB_Lower_Band,STOK,STOD,Chaikin_MF,psar,ROC,VWAP,Momentum,CCI,OBV,Kelch_Upper,Kelch_Middle,Kelch_Down,TEMA,NATR,plusDI,minusDI,ADX,MACD,Money_Flow_Index,turning_line,standard_line,ichimoku_span1,ichimoku_span2,chikou_span,WillR,MIN_Volume,MAX_Volume,KAMA
2015-10-28,47.080155642023286,1980154,686.599,712.423,660.775,76.0,6570.249142065126,686.5989999999997,724.1353065501835,646.9974315501836,42.183883101855905,38.79759199613247,-1.0574740710343928,757.1301958144002,3.4092965469000585,446.8367669296435,4.630195814400167,113.47314362318187,1131002496,726.2889918475513,711.991434704691,697.6938775618352,425008973.7518204,6.849312134954405,13.817156076158879,3.273886088193762,39.91387811781041,22.181460327007585,85.85788230606605,711.6,685.1700000000001,654.245,632.665,741.60093104,5.136671637896792,1334225.0,6336319.0,395.0712340981075
2015-10-27,53.29329770529734,1938916,681.671,706.781,656.562,76.0,-35464.95012806775,681.6714999999997,719.2394795667183,642.0866045667184,30.16243811881363,39.334912135775255,-2.0974806700204796,754.1441762329601,3.5524435784153994,446.8147432497153,1.6441762329601488,116.16483434185417,1129022342,722.705884412155,707.8868986978662,693.0679129835818,417796001.2971998,7.205892721362474,15.525818043913779,3.777560870992802,36.5638800818316,22.30208437438273,78.88286655518728,711.6,685.1700000000001,654.045,628.975,743.6587937984,1.6775596704011315,1334225.0,6336319.0,394.69651828912
2015-10-26,59.75977864419568,2438847,676.161,701.547,650.775,76.0,-315289.951341704,676.1609999999998,714.6698957957209,636.311820795721,44.04645476772796,33.87063442026956,-1.1275478732652406,750.543075085005,3.8095993933018413,446.7933464503629,1.3150750850049917,117.63770618686253,1127083426,719.4953543869651,704.0477401012477,688.6001258155347,408528050.31914824,7.482812673780304,17.627282374025835,4.3587240819147715,32.825839531116586,22.435681652242465,78.7677152383335,711.6,685.1700000000001,652.045,627.2650000000001,745.634342046464,-1.9966584175033737,1334225.0,6336319.0,394.21096123632674
2015-10-23,63.69108345235668,6336319,670.817,695.256,646.379,60.0,293651.0365935216,670.8174999999998,711.107191250021,630.2291162500212,43.79584352078428,8.33021412823203,-1.4713496222089306,720.02,0.5405699602592312,446.7666718178591,-26.06687999999997,115.99647363764062,1124644579,715.8933345910718,700.3894560196401,684.8855774482128,396204613.9155063,8.062132322879041,20.33917197002981,5.029297017593967,28.591350928832178,22.646520743379142,78.65681446920827,711.6,685.1700000000001,650.4449999999999,626.59,747.5308683646055,-33.13947556371801,1334225.0,6336319.0,393.64668743634337
2015-10-22,55.73107780334596,4431595,666.858,689.361,644.356,60.0,81008.07764775964,666.8584999999997,704.7940521861005,627.8247271861007,13.769604972296548,-12.349041349789402,-1.0094548264335035,752.5,5.988476583953646,446.6954350480456,9.428595200000018,58.34810978215382,1130980898,710.9091336218274,696.6482907646813,682.3874479075397,421734962.1995156,7.7996650733675645,6.387178427506207,5.803035020300731,23.70540254158094,25.694028162999302,78.54219654048231,683.7398499999999,659.03985,648.11,626.59,749.3515336300212,114.23091298959353,1334225.0,4431595.0,392.99209263758615
2015-10-21,57.947596963341475,1608436,665.547,687.937,643.157,60.0,55328.48306971512,665.5469999999998,703.052314130296,626.5192391302962,-32.57480610838462,4.617157187410252,0.8516426221502132,752.5,6.823417208656673,446.65515248380973,12.323451392000038,60.38693911709285,1135412493,708.6272670352218,693.7660241780757,678.9047813209339,419069882.7074354,7.583495153662337,6.544161820844228,6.695809638808536,26.615171445258184,25.90296995076187,78.45304961229915,681.29985,659.03985,648.11,626.59,751.0993722848203,78.3046672370419,1334225.0,2621719.0,392.30582638953547
2015-10-20,58.33234732340563,2621719,664.621,687.122,642.121,60.0,-84769.70165816032,664.6214999999997,701.3483860491708,625.9778360491711,-18.241922913280014,35.5883542391169,1.6920903250941592,749.228,7.118388045462452,446.6406586965242,11.830513336319996,77.25656037142092,1133804057,705.1500408199612,690.3941551056721,675.6382693913877,413773454.0706302,7.363265955500804,7.550955947127956,6.922543147985307,30.533601092588892,25.792885178767733,85.61798891847225,677.3648499999999,659.03985,644.8775,626.5450000000001,752.7772973934275,70.86945766129908,1334225.0,2621719.0,392.3485235222026
2015-10-19,82.00812536273952,1508585,663.281,685.615,640.948,56.0,4019.218049660698,663.2814999999998,698.3078513019613,625.5698013019614,64.66820058389551,62.855845135917754,1.4602205279039033,746.08688,7.889846755413544,446.61620838525647,11.357292802867164,100.01907231481084,1131182338,700.105776274837,686.3613191319765,672.6168619891207,408696961.94096047,7.134673591816379,8.712641477455334,2.8200844007317745,34.56310638550319,25.610356830822298,92.89080648783971,677.3648499999999,659.03985,646.64,626.435,793.0475,64.4920150176467,1334225.0,2549938.0,392.4181243210445
2015-10-16,83.06215930524189,1815759,661.633,682.27,640.996,52.0,-37671.356682320235,661.6329999999997,697.047384207395,623.5667592073951,60.338785046735325,53.35180139600811,1.9695325878192185,743.0714048,8.784255388040185,446.60152611484546,10.903001090752468,104.48484944304197,1129673753,695.6885426283613,681.3283497712152,666.9681569140737,403795129.8443785,7.119373643177805,8.89128691241557,3.2539435393058938,32.01985714392442,25.324693130996366,92.83829090832735,675.355,657.03,647.2875,626.435,792.13435,59.919944749967925,1334225.0,2549938.0,392.5828481464662
2015-10-15,70.03628512309959,2357829,659.913,678.968,640.858,48.0,50018.40704553036,659.9129999999998,696.0009613117206,621.8478363117208,63.56054977712255,51.75570162132982,3.2153084150404467,740.176548608,9.746530426289796,446.58410439216595,11.903849121307303,110.24477774519963,1127857994,692.1232170572988,676.4851670572955,660.8471170572968,398992210.5980217,6.895670162769564,9.66010174873357,3.7545502376606468,29.805049206174246,24.8987534016768,92.78701784667874,674.325,656.0,649.032475,626.435,790.2109760000001,60.29421987421388,1334225.0,2549938.0,393.0283549123696
