date,RSI_14D,Volume_plain,BB_Middle_Band,BB_Upper_Band,BB_Lower_Band,Aroon_Oscillator,PVT,AB_Middle_Band,AB_Upper_Band,AB_Lower_Band,STOK,STOD,Chaikin_MF,psar,ROC,VWAP,Momentum,CCI,OBV,Kelch_Upper,Kelch_Middle,Kelch_Down,TEMA,NATR,plusDI,minusDI,ADX,MACD,Money_Flow_Index,turning_line,standard_line,ichimoku_span1,ichimoku_span2,chikou_span,WillR,MIN_Volume,MAX_Volume,KAMA
2001-08-24,65.6108597285068,324115,3.203,3.396,3.009,-36.0,-294.98310810808425,3.202500000000003,3.4038470959050606,3.023847095905062,-12.499999999992228,-9.950980392151033,0.0,3.0657527142592005,12.298634221948737,3.5771070700923375,0.26575271425920066,-62.076469035547284,-1506360,3.146632445532547,3.0573467312468305,2.968061016961116,9.570133444279971,10.453559069335034,4.127894049823682,6.61517128105848,55.28033502834304,-0.04772791703513146,42.86119700574466,3.075,3.0949999999999998,3.67,3.875,2.35,-53.36767857511106,14340.0,620631.0,26.69196929801244
2001-08-23,65.02242152466367,60000,3.225,3.414,3.036,-36.0,-800.0000000000007,3.2250000000000028,3.4142400724936897,3.0542400724936907,-9.99999999999476,-15.969498910670765,0.0,3.0604376599740166,11.540114438881,3.5797958530785245,0.2544376599740166,-84.71528914244819,-1830475,3.1572585237644715,3.071544238050183,2.985829952335897,9.329596242060962,11.732962525591029,1.4026134141665236,7.632889939682862,60.223094587735396,-0.0615143373815199,35.65113363622956,3.09,3.0949999999999998,3.68,3.575,2.3554,-54.10588055916436,0.0,620631.0,26.70630627847899
2001-08-22,63.81418092909535,226312,3.247,3.429,3.065,-68.0,1672.1311475409777,3.2470000000000034,3.4412751992975643,3.071275199297565,-7.352941176465993,-18.191721132893374,0.0,3.0552289067745364,10.215584534414143,3.5803260009814757,0.23666890677453623,-75.5498852134188,-1890475,3.175323486146042,3.088180629003183,3.001037771860325,8.925323012347356,12.96767859385507,1.6184000932690659,8.807180699634072,58.87998812059148,-0.07767489982558251,35.45907680136709,2.98,3.115,3.7,3.575,2.3691839999999997,-54.82931850353662,0.0,620631.0,26.722838947284476
2001-08-21,55.688622754491014,102000,3.266,3.439,3.092,-72.0,468.99788471709803,3.265500000000004,3.456680910769746,3.0941809107697464,-30.55555555555142,-21.57407407406888,0.0,3.0501243286390456,8.965464765815025,3.582189286682417,0.2098779286390453,-84.73272169468662,-2116787,3.1865132606704583,3.1029418320990274,3.0193704035275983,8.214632630948426,14.159553770082029,1.867384723002768,10.162131576500851,57.33024988927158,-0.09664149156749868,28.342125000510705,2.98,3.12,3.75,3.575,2.3824166399999998,-55.53828768902146,0.0,620631.0,26.741601583041334
2001-08-20,49.635036496350374,132750,3.284,3.448,3.12,-76.0,-762.9239040529462,3.284000000000004,3.4776868454878467,3.1101868454878474,-16.666666666662596,-12.029914529908766,0.0,2.8,-0.8919524926899618,3.583032996582824,-0.060631616000000665,-127.93187383108479,-2218787,3.2055624780678142,3.1184196209249544,3.0312767637820968,6.9735615469794965,16.383143163768136,2.154674680387809,11.72553643442406,55.54209039159477,-0.11892432628531857,21.291570178994192,3.075,3.1399999999999997,3.825,3.575,2.4044716416,-90.2777777777778,0.0,620631.0,26.765208142682262
2001-08-17,50.370370370370374,215000,3.298,3.452,3.143,-80.0,132.60439560438454,3.297500000000004,3.4845468631574255,3.1320468631574263,-17.499999999992504,1.85897435897927,0.0,2.806,-1.5504733614779462,3.584040246595872,-0.0817810867200004,-120.11354184067677,-2086037,3.221614473328644,3.1380430447572136,3.054471616185784,7.117395528484666,17.00686200814689,2.4861630927551643,10.175709711113404,53.47882943273691,-0.12016831349017698,21.15842557271648,3.09,3.165,3.825,3.575,2.4361139102719997,-89.44444444444444,0.0,620631.0,26.929623110985126
2001-08-16,44.349315068493176,158635,3.31,3.457,3.162,-84.0,1368.8143006418993,3.3095000000000043,3.49805384510595,3.1430538451059506,-1.9230769230710765,18.69230769231061,0.0,2.81856,-1.935290322643954,3.585495482875182,-0.4114399999999998,-115.0063734365822,-1871037,3.2418815316361846,3.1554529602076107,3.0690243887790385,7.350028646128909,17.50780593458752,2.8686497224098053,11.096433569084278,52.36327534393339,-0.12061909987145869,28.404010160270317,3.09,3.185,3.8375,3.575,2.4775025192448,-87.8684931506849,0.0,620631.0,26.945472580906486
2001-08-15,41.72932330827069,229650,3.325,3.467,3.182,-88.0,-5268.030173657765,3.324500000000004,3.511069080387655,3.153569080387656,25.00000000000151,23.560386473431283,0.0,2.8402464000000003,-1.9663718579944782,3.586484143692355,-0.3897535999999997,-139.44698166858046,-1712402,3.252177328350034,3.1700344712071744,3.0878916140643162,7.698056895370726,17.61938218518133,2.3746848521461885,12.803577195097244,51.35503675604676,-0.12071884394480126,21.424581157084916,3.09,3.24,3.8375,3.575,2.5147522673203198,-84.8977534246575,0.0,620631.0,27.035581829571395
2001-08-14,36.496350364963504,188087,3.336,3.472,3.199,-88.0,-51114.26606458676,3.335500000000004,3.5367750774764466,3.159275077476448,33.00000000000152,4.2316827697274375,0.0,2.8606316160000005,-2.4002812330478807,3.5880058033935045,0.1306316160000005,-126.26975189779778,-1482752,3.2679506153562907,3.1858077582134317,3.103664901070573,8.18678133897767,17.838579883823364,2.740020983245602,13.236230585296827,48.685135164636925,-0.12129831301266902,21.318505683224856,3.09,3.24,3.8425000000000002,3.575,2.548277040588288,-82.10525808219171,0.0,620631.0,27.142664564864653
2001-08-13,38.297872340425535,620631,3.351,3.487,3.215,-88.0,107467.65354586863,3.351000000000004,3.555327926417879,3.1703279264178805,12.681159420290939,-19.149269611224675,5.546528421847038,2.8877810867200004,-2.529542274339881,3.5891241686389086,0.14398108672000065,-132.12608034906015,-1294665,3.282520362285029,3.1989489337135986,3.115377505142169,8.987539110661078,17.886492693094542,3.161562672975695,15.27257375226557,46.06764437983307,-0.12234917278890256,28.4971268733306,3.09,3.24,3.8625,3.575,2.588083795717693,-78.38615250410953,0.0,620631.0,27.266680472955244
